"disease","recipient","loc_id","start_date","data_source","program_activity","country","year","grant_number","period","source","budget","expenditure","disbursement"
"hiv","COD-H-SANRU","Congo (Democratic Republic)","2012-07-01","gos","RSSH: other","Congo (Democratic Republic)",2012,"COD-H-SANRU",364,"gf",21567.105,17747.5,0
"hiv","COD-H-SANRU","Congo (Democratic Republic)","2012-07-01","gos","RSSH: other","Congo (Democratic Republic)",2013,"COD-H-SANRU",364,"gf",21567.105,17747.5,0
"hiv","COD-H-SANRU","Congo (Democratic Republic)","2013-07-01","gos","RSSH: other","Congo (Democratic Republic)",2013,"COD-H-SANRU",183,"gf",0,-31228,0
"hiv","COD-H-SANRU","Congo (Democratic Republic)","2014-01-01","gos","RSSH: other","Congo (Democratic Republic)",2014,"COD-H-SANRU",180,"gf",0,46895.6409364708,0
"hiv","ZAR-304-G02-H","Congo (Democratic Republic)","2005-01-01","gos","RSSH: other","Congo (Democratic Republic)",2005,"ZAR-304-G02-H",1094,"gf",361716,727881.333333333,0
"hiv","ZAR-304-G02-H","Congo (Democratic Republic)","2005-01-01","gos","RSSH: other","Congo (Democratic Republic)",2006,"ZAR-304-G02-H",1094,"gf",361716,727881.333333333,0
"hiv","ZAR-304-G02-H","Congo (Democratic Republic)","2005-01-01","gos","RSSH: other","Congo (Democratic Republic)",2007,"ZAR-304-G02-H",1094,"gf",361716,727881.333333333,0
"hiv","ZAR-304-G02-H","Congo (Democratic Republic)","2008-01-01","gos","RSSH: other","Congo (Democratic Republic)",2008,"ZAR-304-G02-H",365,"gf",555000,1766587,0
"hiv","ZAR-304-G02-H","Congo (Democratic Republic)","2009-01-01","gos","RSSH: other","Congo (Democratic Republic)",2009,"ZAR-304-G02-H",364,"gf",0,45852,0
"hiv","UGA-102-G01-H-00","Uganda","2003-06-15","gos","RSSH: other","Uganda",2003,"UGA-102-G01-H-00",655,"gf",715570.407739938,515489.824272446,0
"hiv","UGA-102-G01-H-00","Uganda","2003-06-15","gos","RSSH: other","Uganda",2004,"UGA-102-G01-H-00",655,"gf",1314312.99380805,946818.044582043,0
"hiv","UGA-102-G01-H-00","Uganda","2003-06-15","gos","RSSH: other","Uganda",2005,"UGA-102-G01-H-00",655,"gf",328578.248452012,236704.511145511,0
"hiv","UGA-708-G13-H","Uganda","2015-01-01","gos","RSSH: other","Uganda",2015,"UGA-708-G13-H",180,"gf",0,-66.5925,0
"hiv","COD-810-G11-H","Congo (Democratic Republic)","2010-02-01","gos","Key and vulnerable populations","Congo (Democratic Republic)",2010,"COD-810-G11-H",333,"gf",184474,178965,0
"hiv","COD-810-G11-H","Congo (Democratic Republic)","2011-01-01","gos","Key and vulnerable populations","Congo (Democratic Republic)",2011,"COD-810-G11-H",395,"gf",777084.923076923,39860.52,0
"hiv","COD-810-G11-H","Congo (Democratic Republic)","2011-01-01","gos","Key and vulnerable populations","Congo (Democratic Republic)",2012,"COD-810-G11-H",395,"gf",64757.0769230769,3321.71,0
"hiv","COD-810-G12-H","Congo (Democratic Republic)","2010-02-01","gos","Key and vulnerable populations","Congo (Democratic Republic)",2010,"COD-810-G12-H",333,"gf",500946,191304.35,0
"hiv","COD-810-G12-H","Congo (Democratic Republic)","2011-01-01","gos","Key and vulnerable populations","Congo (Democratic Republic)",2011,"COD-810-G12-H",364,"gf",1413496,758526,0
"hiv","COD-H-CORDAID","Congo (Democratic Republic)","2012-07-01","gos","Key and vulnerable populations","Congo (Democratic Republic)",2012,"COD-H-CORDAID",548,"gf",245279.9,155847.3,0
"hiv","COD-H-CORDAID","Congo (Democratic Republic)","2012-07-01","gos","Key and vulnerable populations","Congo (Democratic Republic)",2013,"COD-H-CORDAID",548,"gf",490559.8,311694.6,0
"hiv","COD-H-CORDAID","Congo (Democratic Republic)","2014-07-01","gos","Key and vulnerable populations","Congo (Democratic Republic)",2014,"COD-H-CORDAID",183,"gf",395832,367968,0
"hiv","COD-H-SANRU","Congo (Democratic Republic)","2012-07-01","gos","Key and vulnerable populations","Congo (Democratic Republic)",2012,"COD-H-SANRU",364,"gf",391787.42,143610.025,0
"hiv","COD-H-SANRU","Congo (Democratic Republic)","2012-07-01","gos","Key and vulnerable populations","Congo (Democratic Republic)",2013,"COD-H-SANRU",364,"gf",391787.42,143610.025,0
"hiv","COD-H-SANRU","Congo (Democratic Republic)","2013-07-01","gos","Key and vulnerable populations","Congo (Democratic Republic)",2013,"COD-H-SANRU",183,"gf",478182,428002,0
"hiv","COD-H-SANRU","Congo (Democratic Republic)","2014-01-01","gos","Key and vulnerable populations","Congo (Democratic Republic)",2014,"COD-H-SANRU",180,"gf",121089.23583368,462710.058126782,0
"hiv","COD-H-SANRU","Congo (Democratic Republic)","2014-07-01","gos","Key and vulnerable populations","Congo (Democratic Republic)",2014,"COD-H-SANRU",183,"gf",478182,373118,0
"hiv","ZAR-708-G06-H","Congo (Democratic Republic)","2008-12-01","gos","Key and vulnerable populations","Congo (Democratic Republic)",2008,"ZAR-708-G06-H",395,"gf",1959.23076923077,1833.61538461538,0
"hiv","ZAR-708-G06-H","Congo (Democratic Republic)","2008-12-01","gos","Key and vulnerable populations","Congo (Democratic Republic)",2009,"ZAR-708-G06-H",395,"gf",23510.7692307692,22003.3846153846,0
"hiv","ZAR-708-G06-H","Congo (Democratic Republic)","2010-01-01","gos","Key and vulnerable populations","Congo (Democratic Republic)",2010,"ZAR-708-G06-H",333,"gf",196695.6,144529.42,0
"hiv","ZAR-708-G06-H","Congo (Democratic Republic)","2011-01-01","gos","Key and vulnerable populations","Congo (Democratic Republic)",2011,"ZAR-708-G06-H",364,"gf",206225,2318,0
"hiv","UGA-102-G01-H-00","Uganda","2003-06-15","gos","Key and vulnerable populations","Uganda",2003,"UGA-102-G01-H-00",655,"gf",325685.645201238,234620.707739938,0
"hiv","UGA-102-G01-H-00","Uganda","2003-06-15","gos","Key and vulnerable populations","Uganda",2004,"UGA-102-G01-H-00",655,"gf",598198.123839009,430935.99380805,0
"hiv","UGA-102-G01-H-00","Uganda","2003-06-15","gos","Key and vulnerable populations","Uganda",2005,"UGA-102-G01-H-00",655,"gf",149549.530959752,107733.998452012,0
"hiv","UGA-C-TASO","Uganda","2016-01-01","gos","Key and vulnerable populations","Uganda",2016,"UGA-C-TASO",365,"gf",1942107,649132.01,0
"hiv","COD-H-CORDAID","Congo (Democratic Republic)","2012-07-01","gos","Monitoring and evaluation","Congo (Democratic Republic)",2012,"COD-H-CORDAID",548,"gf",441895.413333333,315552.583333333,0
"hiv","COD-H-CORDAID","Congo (Democratic Republic)","2012-07-01","gos","Monitoring and evaluation","Congo (Democratic Republic)",2013,"COD-H-CORDAID",548,"gf",883790.826666667,631105.166666667,0
"hiv","COD-H-CORDAID","Congo (Democratic Republic)","2014-07-01","gos","Monitoring and evaluation","Congo (Democratic Republic)",2014,"COD-H-CORDAID",183,"gf",404091,148564,0
"hiv","ZAR-304-G02-H","Congo (Democratic Republic)","2005-01-01","gos","Monitoring and evaluation","Congo (Democratic Republic)",2005,"ZAR-304-G02-H",1094,"gf",1218054.33333333,606036.666666667,0
"hiv","ZAR-304-G02-H","Congo (Democratic Republic)","2005-01-01","gos","Monitoring and evaluation","Congo (Democratic Republic)",2006,"ZAR-304-G02-H",1094,"gf",1218054.33333333,606036.666666667,0
"hiv","ZAR-304-G02-H","Congo (Democratic Republic)","2005-01-01","gos","Monitoring and evaluation","Congo (Democratic Republic)",2007,"ZAR-304-G02-H",1094,"gf",1218054.33333333,606036.666666667,0
"hiv","ZAR-304-G02-H","Congo (Democratic Republic)","2008-01-01","gos","Monitoring and evaluation","Congo (Democratic Republic)",2008,"ZAR-304-G02-H",365,"gf",1868925,1470868,0
"hiv","ZAR-304-G02-H","Congo (Democratic Republic)","2009-01-01","gos","Monitoring and evaluation","Congo (Democratic Republic)",2009,"ZAR-304-G02-H",364,"gf",0,54519,0
"hiv","GUA-311-G05-H","Guatemala","2016-01-01","gos","Monitoring and evaluation","Guatemala",2016,"GUA-311-G05-H",273,"gf",140544,121593,0
"hiv","GUA-311-G05-H","Guatemala","2010-10-01","gos","Monitoring and evaluation","Guatemala",2010,"GUA-311-G05-H",912,"gf",159862.546,90634.8,0
"hiv","GUA-311-G05-H","Guatemala","2010-10-01","gos","Monitoring and evaluation","Guatemala",2011,"GUA-311-G05-H",912,"gf",639450.184,362539.2,0
"hiv","GUA-311-G05-H","Guatemala","2010-10-01","gos","Monitoring and evaluation","Guatemala",2012,"GUA-311-G05-H",912,"gf",639450.184,362539.2,0
"hiv","GUA-311-G05-H","Guatemala","2010-10-01","gos","Monitoring and evaluation","Guatemala",2013,"GUA-311-G05-H",912,"gf",159862.546,90634.8,0
"hiv","GUA-311-G05-H","Guatemala","2013-04-01","gos","Monitoring and evaluation","Guatemala",2013,"GUA-311-G05-H",182,"gf",413280,656415,0
"hiv","GUA-311-G05-H","Guatemala","2013-10-01","gos","Monitoring and evaluation","Guatemala",2013,"GUA-311-G05-H",91,"gf",169834,81273,0
"hiv","GUA-311-G05-H","Guatemala","2014-01-01","gos","Monitoring and evaluation","Guatemala",2014,"GUA-311-G05-H",180,"gf",146709,121067,0
"hiv","GUA-311-G05-H","Guatemala","2014-07-01","gos","Monitoring and evaluation","Guatemala",2014,"GUA-311-G05-H",183,"gf",104853,99025,0
"hiv","GUA-311-G05-H","Guatemala","2015-01-01","gos","Monitoring and evaluation","Guatemala",2015,"GUA-311-G05-H",364,"gf",187392,148464,0
"hiv","UGD-708-G07-H","Uganda","2011-11-01","gos","HIV/TB collaborative interventions","Uganda",2011,"UGD-708-G07-H",426,"gf",4888207.42857143,4093477.71428571,0
"hiv","UGD-708-G07-H","Uganda","2011-11-01","gos","HIV/TB collaborative interventions","Uganda",2012,"UGD-708-G07-H",426,"gf",29329244.5714286,24560866.2857143,0
"hiv","UGD-708-G07-H","Uganda","2013-01-01","gos","HIV/TB collaborative interventions","Uganda",2013,"UGD-708-G07-H",180,"gf",12000,-8239.08,0
"hiv","UGD-708-G07-H","Uganda","2013-07-01","gos","HIV/TB collaborative interventions","Uganda",2013,"UGD-708-G07-H",364,"gf",8970162,-428.5,0
"hiv","UGD-708-G07-H","Uganda","2013-07-01","gos","HIV/TB collaborative interventions","Uganda",2014,"UGD-708-G07-H",364,"gf",8970162,-428.5,0
"hiv","UGA-C-TASO","Uganda","2016-01-01","gos","HIV/TB collaborative interventions","Uganda",2016,"UGA-C-TASO",365,"gf",291903.64,91682.73,0
"hiv","ZAR-809-G10-H","Congo (Democratic Republic)","2010-01-01","gos","HIV/TB collaborative interventions","Congo (Democratic Republic)",2010,"ZAR-809-G10-H",364,"gf",417797,282143,0
"hiv","ZAR-809-G10-H","Congo (Democratic Republic)","2011-01-01","gos","HIV/TB collaborative interventions","Congo (Democratic Republic)",2011,"ZAR-809-G10-H",180,"gf",39750,2700,0
"hiv","ZAR-809-G10-H","Congo (Democratic Republic)","2011-07-01","gos","HIV/TB collaborative interventions","Congo (Democratic Republic)",2011,"ZAR-809-G10-H",183,"gf",73830,0,0
"hiv","UGD-708-G07-H","Uganda","2009-08-01","gos","HIV/TB collaborative interventions","Uganda",2009,"UGD-708-G07-H",364,"gf",91324.5833333333,0,0
"hiv","UGD-708-G07-H","Uganda","2009-08-01","gos","HIV/TB collaborative interventions","Uganda",2010,"UGD-708-G07-H",364,"gf",127854.416666667,0,0
"hiv","UGD-708-G07-H","Uganda","2010-08-01","gos","HIV/TB collaborative interventions","Uganda",2010,"UGD-708-G07-H",183,"gf",320389.166666667,0,0
"hiv","UGD-708-G07-H","Uganda","2010-08-01","gos","HIV/TB collaborative interventions","Uganda",2011,"UGD-708-G07-H",183,"gf",64077.8333333333,0,0
"hiv","UGD-708-G07-H","Uganda","2011-02-01","gos","HIV/TB collaborative interventions","Uganda",2011,"UGD-708-G07-H",272,"gf",62500,201974,0
"hiv","UGA-C-TASO","Uganda","2016-01-01","gos","Other/Unidentified","Uganda",2016,"UGA-C-TASO",365,"gf",0,87091.81,0
"hiv","COD-810-G11-H","Congo (Democratic Republic)","2010-02-01","gos","Other/Unidentified","Congo (Democratic Republic)",2010,"COD-810-G11-H",333,"gf",886523,591192,0
"hiv","COD-810-G11-H","Congo (Democratic Republic)","2011-01-01","gos","Other/Unidentified","Congo (Democratic Republic)",2011,"COD-810-G11-H",395,"gf",1545871.38461539,277320,0
"hiv","COD-810-G11-H","Congo (Democratic Republic)","2011-01-01","gos","Other/Unidentified","Congo (Democratic Republic)",2012,"COD-810-G11-H",395,"gf",128822.615384616,23110,0
"hiv","COD-810-G12-H","Congo (Democratic Republic)","2010-02-01","gos","Other/Unidentified","Congo (Democratic Republic)",2010,"COD-810-G12-H",333,"gf",296067,217747,0
"hiv","COD-810-G12-H","Congo (Democratic Republic)","2011-01-01","gos","Other/Unidentified","Congo (Democratic Republic)",2011,"COD-810-G12-H",364,"gf",191093,233360,0
"hiv","COD-H-CORDAID","Congo (Democratic Republic)","2012-07-01","gos","Other/Unidentified","Congo (Democratic Republic)",2012,"COD-H-CORDAID",548,"gf",1973663.76666667,2191243.47666667,0
"hiv","COD-H-CORDAID","Congo (Democratic Republic)","2012-07-01","gos","Other/Unidentified","Congo (Democratic Republic)",2013,"COD-H-CORDAID",548,"gf",3947327.53333333,4382486.95333333,0
"hiv","COD-H-CORDAID","Congo (Democratic Republic)","2014-07-01","gos","Other/Unidentified","Congo (Democratic Republic)",2014,"COD-H-CORDAID",183,"gf",2507703,3098071.16,0
"hiv","COD-H-SANRU","Congo (Democratic Republic)","2012-07-01","gos","Other/Unidentified","Congo (Democratic Republic)",2012,"COD-H-SANRU",364,"gf",2885618.3,1673229.83,0
"hiv","COD-H-SANRU","Congo (Democratic Republic)","2012-07-01","gos","Other/Unidentified","Congo (Democratic Republic)",2013,"COD-H-SANRU",364,"gf",2885618.3,1673229.83,0
"hiv","COD-H-SANRU","Congo (Democratic Republic)","2013-07-01","gos","Other/Unidentified","Congo (Democratic Republic)",2013,"COD-H-SANRU",183,"gf",2423781,2623644,0
"hiv","COD-H-SANRU","Congo (Democratic Republic)","2014-01-01","gos","Other/Unidentified","Congo (Democratic Republic)",2014,"COD-H-SANRU",180,"gf",3336641.99786277,4353883.75163757,0
"hiv","COD-H-SANRU","Congo (Democratic Republic)","2014-07-01","gos","Other/Unidentified","Congo (Democratic Republic)",2014,"COD-H-SANRU",183,"gf",2338202,3210880,0
"hiv","ZAR-304-G02-H","Congo (Democratic Republic)","2005-01-01","gos","Other/Unidentified","Congo (Democratic Republic)",2005,"ZAR-304-G02-H",1094,"gf",2725852.66666667,1978075.66666667,0
"hiv","ZAR-304-G02-H","Congo (Democratic Republic)","2005-01-01","gos","Other/Unidentified","Congo (Democratic Republic)",2006,"ZAR-304-G02-H",1094,"gf",2725852.66666667,1978075.66666667,0
"hiv","ZAR-304-G02-H","Congo (Democratic Republic)","2005-01-01","gos","Other/Unidentified","Congo (Democratic Republic)",2007,"ZAR-304-G02-H",1094,"gf",2725852.66666667,1978075.66666667,0
"hiv","ZAR-304-G02-H","Congo (Democratic Republic)","2008-01-01","gos","Other/Unidentified","Congo (Democratic Republic)",2008,"ZAR-304-G02-H",365,"gf",5853148,6745790,0
"hiv","ZAR-304-G02-H","Congo (Democratic Republic)","2009-01-01","gos","Other/Unidentified","Congo (Democratic Republic)",2009,"ZAR-304-G02-H",364,"gf",104000,461277,0
"hiv","ZAR-708-G06-H","Congo (Democratic Republic)","2008-12-01","gos","Other/Unidentified","Congo (Democratic Republic)",2008,"ZAR-708-G06-H",395,"gf",116635.153846154,105103.769230769,0
"hiv","ZAR-708-G06-H","Congo (Democratic Republic)","2008-12-01","gos","Other/Unidentified","Congo (Democratic Republic)",2009,"ZAR-708-G06-H",395,"gf",1399621.84615385,1261245.23076923,0
"hiv","ZAR-708-G06-H","Congo (Democratic Republic)","2010-01-01","gos","Other/Unidentified","Congo (Democratic Republic)",2010,"ZAR-708-G06-H",333,"gf",1451998.17,2018880.57,0
"hiv","ZAR-708-G06-H","Congo (Democratic Republic)","2011-01-01","gos","Other/Unidentified","Congo (Democratic Republic)",2011,"ZAR-708-G06-H",364,"gf",2108729,939295,0
"hiv","ZAR-809-G10-H","Congo (Democratic Republic)","2010-01-01","gos","Other/Unidentified","Congo (Democratic Republic)",2010,"ZAR-809-G10-H",364,"gf",3634499,3078854,0
"hiv","ZAR-809-G10-H","Congo (Democratic Republic)","2011-01-01","gos","Other/Unidentified","Congo (Democratic Republic)",2011,"ZAR-809-G10-H",180,"gf",2857822,1082072,0
"hiv","ZAR-809-G10-H","Congo (Democratic Republic)","2011-07-01","gos","Other/Unidentified","Congo (Democratic Republic)",2011,"ZAR-809-G10-H",183,"gf",1480080,1995619,0
"hiv","GUA-311-G05-H","Guatemala","2016-01-01","gos","Other/Unidentified","Guatemala",2016,"GUA-311-G05-H",273,"gf",1859741,2264249,0
"hiv","GUA-311-G05-H","Guatemala","2010-10-01","gos","Other/Unidentified","Guatemala",2010,"GUA-311-G05-H",912,"gf",411003.587,296060.03,0
"hiv","GUA-311-G05-H","Guatemala","2010-10-01","gos","Other/Unidentified","Guatemala",2011,"GUA-311-G05-H",912,"gf",1644014.348,1184240.12,0
"hiv","GUA-311-G05-H","Guatemala","2010-10-01","gos","Other/Unidentified","Guatemala",2012,"GUA-311-G05-H",912,"gf",1644014.348,1184240.12,0
"hiv","GUA-311-G05-H","Guatemala","2010-10-01","gos","Other/Unidentified","Guatemala",2013,"GUA-311-G05-H",912,"gf",411003.587,296060.03,0
"hiv","GUA-311-G05-H","Guatemala","2013-04-01","gos","Other/Unidentified","Guatemala",2013,"GUA-311-G05-H",182,"gf",771016,1037933,0
"hiv","GUA-311-G05-H","Guatemala","2013-10-01","gos","Other/Unidentified","Guatemala",2013,"GUA-311-G05-H",91,"gf",412033,230608,0
"hiv","GUA-311-G05-H","Guatemala","2014-01-01","gos","Other/Unidentified","Guatemala",2014,"GUA-311-G05-H",180,"gf",1686068,1339484,0
"hiv","GUA-311-G05-H","Guatemala","2014-07-01","gos","Other/Unidentified","Guatemala",2014,"GUA-311-G05-H",183,"gf",1476927,1207756,0
"hiv","GUA-311-G05-H","Guatemala","2015-01-01","gos","Other/Unidentified","Guatemala",2015,"GUA-311-G05-H",364,"gf",3140917,2699853,0
"hiv","GUA-311-G06-H","Guatemala","2010-10-01","gos","Other/Unidentified","Guatemala",2010,"GUA-311-G06-H",456,"gf",729733.382,254012.852,0
"hiv","GUA-311-G06-H","Guatemala","2010-10-01","gos","Other/Unidentified","Guatemala",2011,"GUA-311-G06-H",456,"gf",2918933.528,1016051.408,0
"hiv","GUA-311-G06-H","Guatemala","2012-01-01","gos","Other/Unidentified","Guatemala",2012,"GUA-311-G06-H",365,"gf",2275537,706245,0
"hiv","GUA-311-G06-H","Guatemala","2013-04-01","gos","Other/Unidentified","Guatemala",2013,"GUA-311-G06-H",182,"gf",580902,521831,0
"hiv","GUA-311-G06-H","Guatemala","2013-10-01","gos","Other/Unidentified","Guatemala",2013,"GUA-311-G06-H",91,"gf",86720,0,0
"hiv","GUA-311-G06-H","Guatemala","2014-01-01","gos","Other/Unidentified","Guatemala",2014,"GUA-311-G06-H",364,"gf",1989858,1178462,0
"hiv","GUA-311-G06-H","Guatemala","2015-01-01","gos","Other/Unidentified","Guatemala",2015,"GUA-311-G06-H",364,"gf",1486179,1547666,0
"hiv","GUA-311-G06-H","Guatemala","2016-01-01","gos","Other/Unidentified","Guatemala",2016,"GUA-311-G06-H",273,"gf",4576500,603496,0
"hiv","UGA-102-G01-H-00","Uganda","2003-06-15","gos","Other/Unidentified","Uganda",2003,"UGA-102-G01-H-00",655,"gf",755827.882352941,544491.034055728,0
"hiv","UGA-102-G01-H-00","Uganda","2003-06-15","gos","Other/Unidentified","Uganda",2004,"UGA-102-G01-H-00",655,"gf",1388255.29411765,1000085.57275542,0
"hiv","UGA-102-G01-H-00","Uganda","2003-06-15","gos","Other/Unidentified","Uganda",2005,"UGA-102-G01-H-00",655,"gf",347063.823529412,250021.393188854,0
"hiv","UGD-708-G07-H","Uganda","2009-08-01","gos","Other/Unidentified","Uganda",2009,"UGD-708-G07-H",364,"gf",119004.166666667,16682.5,0
"hiv","UGD-708-G07-H","Uganda","2009-08-01","gos","Other/Unidentified","Uganda",2010,"UGD-708-G07-H",364,"gf",166605.833333333,23355.5,0
"hiv","UGD-708-G07-H","Uganda","2010-08-01","gos","Other/Unidentified","Uganda",2010,"UGD-708-G07-H",183,"gf",286756.666666667,882627.5,0
"hiv","UGD-708-G07-H","Uganda","2010-08-01","gos","Other/Unidentified","Uganda",2011,"UGD-708-G07-H",183,"gf",57351.3333333333,176525.5,0
"hiv","UGD-708-G07-H","Uganda","2011-02-01","gos","Other/Unidentified","Uganda",2011,"UGD-708-G07-H",272,"gf",66100.95,-866429.08,0
"hiv","UGD-708-G07-H","Uganda","2011-11-01","gos","Other/Unidentified","Uganda",2011,"UGD-708-G07-H",426,"gf",59104.2857142857,2815,0
"hiv","UGD-708-G07-H","Uganda","2011-11-01","gos","Other/Unidentified","Uganda",2012,"UGD-708-G07-H",426,"gf",354625.714285714,16890,0
"hiv","UGD-708-G07-H","Uganda","2013-01-01","gos","Other/Unidentified","Uganda",2013,"UGD-708-G07-H",180,"gf",137910,0,0
"hiv","UGD-708-G07-H","Uganda","2013-07-01","gos","Other/Unidentified","Uganda",2013,"UGD-708-G07-H",364,"gf",137910,70,0
"hiv","UGD-708-G07-H","Uganda","2013-07-01","gos","Other/Unidentified","Uganda",2014,"UGD-708-G07-H",364,"gf",137910,70,0
"hiv","UGD-708-G07-H","Uganda","2015-01-01","gos","Other/Unidentified","Uganda",2015,"UGD-708-G07-H",180,"gf",141864,275,0
"hiv","GTM-304-G01-H","Guatemala","2004-12-01","gos","Other/Unidentified","Guatemala",2004,"GTM-304-G01-H",1094,"gf",6255.41666666667,41003.8611111111,0
"hiv","GTM-304-G01-H","Guatemala","2004-12-01","gos","Other/Unidentified","Guatemala",2005,"GTM-304-G01-H",1094,"gf",75065,492046.333333333,0
"hiv","GTM-304-G01-H","Guatemala","2004-12-01","gos","Other/Unidentified","Guatemala",2006,"GTM-304-G01-H",1094,"gf",75065,492046.333333333,0
"hiv","GTM-304-G01-H","Guatemala","2004-12-01","gos","Other/Unidentified","Guatemala",2007,"GTM-304-G01-H",1094,"gf",68809.5833333333,451042.472222222,0
"hiv","GTM-304-G01-H","Guatemala","2007-12-01","gos","Other/Unidentified","Guatemala",2007,"GTM-304-G01-H",396,"gf",144015.461538462,94152.6153846154,0
"hiv","GTM-304-G01-H","Guatemala","2007-12-01","gos","Other/Unidentified","Guatemala",2008,"GTM-304-G01-H",396,"gf",1728185.53846154,1129831.38461538,0
"hiv","GTM-304-G01-H","Guatemala","2009-01-01","gos","Other/Unidentified","Guatemala",2009,"GTM-304-G01-H",333,"gf",1809554,1080030,0
"hiv","GTM-304-G01-H","Guatemala","2009-12-01","gos","Other/Unidentified","Guatemala",2009,"GTM-304-G01-H",303,"gf",99090.7,85138.8,0
"hiv","GTM-304-G01-H","Guatemala","2009-12-01","gos","Other/Unidentified","Guatemala",2010,"GTM-304-G01-H",303,"gf",891816.3,766249.2,0
"hss","UGD-011-G10-S","Uganda","2012-05-01","gos","RSSH: service delivery","Uganda",2012,"UGD-011-G10-S",609,"gf",811754.104,209100,0
"hss","UGD-011-G10-S","Uganda","2012-05-01","gos","RSSH: service delivery","Uganda",2013,"UGD-011-G10-S",609,"gf",1217631.156,313650,0
"hss","UGD-011-G10-S","Uganda","2014-01-01","gos","RSSH: service delivery","Uganda",2014,"UGD-011-G10-S",364,"gf",644540,2002416,0
"hss","ZAR-S-MOH","Congo (Democratic Republic)","2011-08-01","gos","RSSH: service delivery","Congo (Democratic Republic)",2011,"ZAR-S-MOH",152,"gf",19927521.24,0,0
"hss","ZAR-S-MOH","Congo (Democratic Republic)","2012-01-01","gos","RSSH: service delivery","Congo (Democratic Republic)",2012,"ZAR-S-MOH",730,"gf",7413926,5306390.5,0
"hss","ZAR-S-MOH","Congo (Democratic Republic)","2012-01-01","gos","RSSH: service delivery","Congo (Democratic Republic)",2013,"ZAR-S-MOH",730,"gf",7413926,5306390.5,0
"hss","ZAR-S-MOH","Congo (Democratic Republic)","2014-07-01","gos","RSSH: service delivery","Congo (Democratic Republic)",2014,"ZAR-S-MOH",183,"gf",5829748.64,350690,0
"hss","UGA-011-G09-S","Uganda","2012-08-01","gos","RSSH: service delivery","Uganda",2012,"UGA-011-G09-S",333,"gf",657123.181818182,315708.459090909,0
"hss","UGA-011-G09-S","Uganda","2012-08-01","gos","RSSH: service delivery","Uganda",2013,"UGA-011-G09-S",333,"gf",788547.818181818,378850.150909091,0
"hss","UGA-011-G09-S","Uganda","2013-07-01","gos","RSSH: service delivery","Uganda",2013,"UGA-011-G09-S",364,"gf",118005.5,335372,0
"hss","UGA-011-G09-S","Uganda","2013-07-01","gos","RSSH: service delivery","Uganda",2014,"UGA-011-G09-S",364,"gf",118005.5,335372,0
"hss","UGA-011-G09-S","Uganda","2014-07-01","gos","RSSH: service delivery","Uganda",2014,"UGA-011-G09-S",364,"gf",23153.5,6658,0
"hss","UGA-011-G09-S","Uganda","2014-07-01","gos","RSSH: service delivery","Uganda",2015,"UGA-011-G09-S",364,"gf",23153.5,6658,0
"hss","ZAR-S-MOH","Congo (Democratic Republic)","2011-08-01","gos","RSSH: health workforce","Congo (Democratic Republic)",2011,"ZAR-S-MOH",152,"gf",2519099.43,0,0
"hss","ZAR-S-MOH","Congo (Democratic Republic)","2012-01-01","gos","RSSH: health workforce","Congo (Democratic Republic)",2012,"ZAR-S-MOH",730,"gf",6124421,0,0
"hss","ZAR-S-MOH","Congo (Democratic Republic)","2012-01-01","gos","RSSH: health workforce","Congo (Democratic Republic)",2013,"ZAR-S-MOH",730,"gf",6124421,0,0
"hss","ZAR-S-MOH","Congo (Democratic Republic)","2014-07-01","gos","RSSH: health workforce","Congo (Democratic Republic)",2014,"ZAR-S-MOH",183,"gf",1783542,24320,0
"hss","UGA-011-G09-S","Uganda","2012-08-01","gos","RSSH: health workforce","Uganda",2012,"UGA-011-G09-S",333,"gf",120625,0,0
"hss","UGA-011-G09-S","Uganda","2012-08-01","gos","RSSH: health workforce","Uganda",2013,"UGA-011-G09-S",333,"gf",144750,0,0
"hss","UGA-011-G09-S","Uganda","2013-07-01","gos","RSSH: health workforce","Uganda",2013,"UGA-011-G09-S",364,"gf",120000,50970,0
"hss","UGA-011-G09-S","Uganda","2013-07-01","gos","RSSH: health workforce","Uganda",2014,"UGA-011-G09-S",364,"gf",120000,50970,0
"hss","UGA-011-G09-S","Uganda","2014-07-01","gos","RSSH: health workforce","Uganda",2014,"UGA-011-G09-S",364,"gf",27500,46233,0
"hss","UGA-011-G09-S","Uganda","2014-07-01","gos","RSSH: health workforce","Uganda",2015,"UGA-011-G09-S",364,"gf",27500,46233,0
"hss","UGD-011-G10-S","Uganda","2012-05-01","gos","RSSH: health workforce","Uganda",2012,"UGD-011-G10-S",609,"gf",739191.704,434149.56,0
"hss","UGD-011-G10-S","Uganda","2012-05-01","gos","RSSH: health workforce","Uganda",2013,"UGD-011-G10-S",609,"gf",1108787.556,651224.34,0
"hss","UGD-011-G10-S","Uganda","2014-01-01","gos","RSSH: health workforce","Uganda",2014,"UGD-011-G10-S",364,"gf",2102856,2476925,0
"hss","ZAR-S-MOH","Congo (Democratic Republic)","2011-08-01","gos","RSSH: information system","Congo (Democratic Republic)",2011,"ZAR-S-MOH",152,"gf",4823332.38,27150,0
"hss","ZAR-S-MOH","Congo (Democratic Republic)","2012-01-01","gos","RSSH: information system","Congo (Democratic Republic)",2012,"ZAR-S-MOH",730,"gf",1315637.5,1263987,0
