"disease","recipient","loc_id","start_date","data_source","program_activity","country","year","grant_number","period","source","budget","expenditure","disbursement"
"hss","Sub-Rec","uga","2016-01-01","fpm","RSSH: information system","Uganda",2016,"UGA-S-TASO",90,"gf",0,0,0
"hss","TASO","uga","2016-04-01","fpm","RSSH: information system","Uganda",2016,"UGA-S-TASO",90,"gf",8560,0,0
"hss","Sub-Rec","uga","2016-04-01","fpm","RSSH: information system","Uganda",2016,"UGA-S-TASO",90,"gf",25724.16,0,0
"hss","TASO","uga","2016-07-01","fpm","RSSH: information system","Uganda",2016,"UGA-S-TASO",90,"gf",0,0,0
"hss","TASO","uga","2016-01-01","fpm","RSSH: information system","Uganda",2016,"UGA-S-TASO",90,"gf",4000,0,0
"hss","Sub-Rec","uga","2016-07-01","fpm","RSSH: information system","Uganda",2016,"UGA-S-TASO",90,"gf",0,0,0
"hss","TASO","uga","2016-10-01","fpm","RSSH: information system","Uganda",2016,"UGA-S-TASO",90,"gf",0,0,0
"hss","Sub-Rec","uga","2017-04-01","fpm","RSSH: information system","Uganda",2017,"UGA-S-TASO",90,"gf",0,0,0
"hss","TASO","uga","2017-07-01","fpm","RSSH: information system","Uganda",2017,"UGA-S-TASO",90,"gf",0,0,0
"hss","Sub-Rec","uga","2017-07-01","fpm","RSSH: information system","Uganda",2017,"UGA-S-TASO",90,"gf",0,0,0
"hss","TASO","uga","2017-10-01","fpm","RSSH: information system","Uganda",2017,"UGA-S-TASO",90,"gf",0,0,0
"hss","TASO","uga","2017-04-01","fpm","RSSH: information system","Uganda",2017,"UGA-S-TASO",90,"gf",8560,0,0
"hss","Sub-Rec","uga","2016-10-01","fpm","RSSH: information system","Uganda",2016,"UGA-S-TASO",90,"gf",739.2,0,0
"hss","Sub-Rec","uga","2017-01-01","fpm","RSSH: information system","Uganda",2017,"UGA-S-TASO",90,"gf",0,0,0
"hss","TASO","uga","2017-01-01","fpm","RSSH: information system","Uganda",2017,"UGA-S-TASO",90,"gf",0,0,0
"hss","Sub-Rec","uga","2017-10-01","fpm","RSSH: information system","Uganda",2017,"UGA-S-TASO",90,"gf",739.2,0,0
"hss","TASO","uga","2017-04-01","fpm","RSSH: other","Uganda",2017,"UGA-S-TASO",90,"gf",260817.9911,0,0
"hss","Sub-Rec","uga","2017-07-01","fpm","RSSH: other","Uganda",2017,"UGA-S-TASO",90,"gf",142622.48,0,0
"hss","Sub-Rec","uga","2017-10-01","fpm","RSSH: other","Uganda",2017,"UGA-S-TASO",90,"gf",152379.92,0,0
"hss","TASO","uga","2017-07-01","fpm","RSSH: other","Uganda",2017,"UGA-S-TASO",90,"gf",405107.99633,0,0
"hss","TASO","uga","2017-10-01","fpm","RSSH: other","Uganda",2017,"UGA-S-TASO",90,"gf",344595.1718,0,0
"hss","Sub-Rec","uga","2016-01-01","fpm","RSSH: other","Uganda",2016,"UGA-S-TASO",90,"gf",138252.905,0,0
"hss","TASO","uga","2016-01-01","fpm","RSSH: other","Uganda",2016,"UGA-S-TASO",90,"gf",286732.734224,0,0
"hss","Sub-Rec","uga","2017-04-01","fpm","RSSH: other","Uganda",2017,"UGA-S-TASO",90,"gf",163067.52,0,0
"hss","TASO","uga","2016-04-01","fpm","RSSH: other","Uganda",2016,"UGA-S-TASO",90,"gf",246518.354233,0,0
"hss","TASO","uga","2016-07-01","fpm","RSSH: other","Uganda",2016,"UGA-S-TASO",90,"gf",220719.4209,0,0
"hss","TASO","uga","2016-10-01","fpm","RSSH: other","Uganda",2016,"UGA-S-TASO",90,"gf",236619.4209,0,0
"hss","TASO","uga","2017-01-01","fpm","RSSH: other","Uganda",2017,"UGA-S-TASO",90,"gf",263401.9911,0,0
"hss","Sub-Rec","uga","2016-04-01","fpm","RSSH: other","Uganda",2016,"UGA-S-TASO",90,"gf",148208.02678,0,0
"hss","Sub-Rec","uga","2016-07-01","fpm","RSSH: other","Uganda",2016,"UGA-S-TASO",90,"gf",292471.45667,0,0
"hss","Sub-Rec","uga","2016-10-01","fpm","RSSH: other","Uganda",2016,"UGA-S-TASO",90,"gf",387993.76,0,0
"hss","Sub-Rec","uga","2017-01-01","fpm","RSSH: other","Uganda",2017,"UGA-S-TASO",90,"gf",164373.44,0,0
"malaria","DPS MAI-NDOMBE","DRC","2020-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",11110,0,0
"malaria","DPS SUD UBANGI","DRC","2020-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",7250,0,0
"malaria","DPS NORD UBANGI","DRC","2020-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",6415,0,0
"malaria","DPS MANIEMA","DRC","2020-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",10770,0,0
"malaria","DPS KONGO CENTRAL","DRC","2018-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",14015,0,0
"malaria","DPS BAS UELE","DRC","2018-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",5965,0,0
"malaria","DPS MONGALA","DRC","2018-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",10380,0,0
"malaria","DPS NORD KIVU","DRC","2020-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",21255,0,0
"malaria","DPS ITURI","DRC","2020-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",21570,0,0
"malaria","DPS HAUT UELE","DRC","2020-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",8105,0,0
"malaria","DPS KWANGO","DRC","2020-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",6340,0,0
"malaria","SANRU Asbl","DRC","2018-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",780833.9938,0,0
"malaria","DPS TSHOPO","DRC","2018-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",7465,0,0
"malaria","DPS KWILU","DRC","2018-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",19980,0,0
"malaria","DPS TSHOPO","DRC","2020-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",7465,0,0
"malaria","DPS KWILU","DRC","2020-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",19980,0,0
"malaria","DPS EQUATEUR","DRC","2020-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",9390,0,0
"malaria","DPS KINSHASA","DRC","2018-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",16105,0,0
"malaria","DPS MAI-NDOMBE","DRC","2020-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",11110,0,0
"malaria","DPS SUD UBANGI","DRC","2020-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",7250,0,0
"malaria","DPS NORD UBANGI","DRC","2020-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",6415,0,0
"malaria","DPS MANIEMA","DRC","2020-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",10770,0,0
"malaria","DPS HAUT UELE","DRC","2020-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",8105,0,0
"malaria","DPS HAUT UELE","DRC","2020-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",8105,0,0
"malaria","SANRU Asbl","DRC","2018-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",106324.42792,0,0
"malaria","SANRU Asbl","DRC","2018-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",599613.2838,0,0
"malaria","SANRU Asbl","DRC","2018-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",516087.2838,0,0
"malaria","DPS MONGALA","DRC","2020-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",10380,0,0
"malaria","DPS NORD KIVU","DRC","2018-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",21255,0,0
"malaria","DPS TSHUAPA","DRC","2018-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",8790,0,0
"malaria","DPS ITURI","DRC","2020-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",21570,0,0
"malaria","DPS BAS UELE","DRC","2020-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",5965,0,0
"malaria","DPS MONGALA","DRC","2020-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",10380,0,0
"malaria","DPS TSHOPO","DRC","2020-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",7465,0,0
"malaria","DPS KWILU","DRC","2020-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",19980,0,0
"malaria","DPS EQUATEUR","DRC","2020-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",9390,0,0
"malaria","DPS KWANGO","DRC","2020-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",6340,0,0
"malaria","DPS NORD KIVU","DRC","2020-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",21255,0,0
"malaria","DPS KWILU","DRC","2020-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",19980,0,0
"malaria","DPS EQUATEUR","DRC","2020-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",9390,0,0
"malaria","DPS ITURI","DRC","2020-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",21570,0,0
"malaria","DPS KWANGO","DRC","2018-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",6340,0,0
"malaria","DPS KINSHASA","DRC","2020-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",16105,0,0
"malaria","DPS KONGO CENTRAL","DRC","2020-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",14015,0,0
"malaria","DPS NORD UBANGI","DRC","2020-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",6415,0,0
"malaria","DPS MANIEMA","DRC","2020-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",10770,0,0
"malaria","DPS TSHUAPA","DRC","2018-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",8790,0,0
"malaria","DPS KINSHASA","DRC","2018-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",25895.5,0,0
"malaria","DPS TSHUAPA","DRC","2020-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",8790,0,0
"malaria","DPS ITURI","DRC","2020-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",21570,0,0
"malaria","DPS MAI-NDOMBE","DRC","2020-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",11110,0,0
"malaria","DPS SUD UBANGI","DRC","2020-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",7250,0,0
"malaria","DPS NORD UBANGI","DRC","2020-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",6415,0,0
"malaria","DPS MANIEMA","DRC","2020-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",10770,0,0
"malaria","DPS HAUT UELE","DRC","2020-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",8105,0,0
"malaria","DPS MAI-NDOMBE","DRC","2020-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",11110,0,0
"malaria","DPS SUD UBANGI","DRC","2020-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",7250,0,0
"malaria","DPS TSHUAPA","DRC","2020-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",8790,0,0
"malaria","DPS KINSHASA","DRC","2020-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",16105,0,0
"malaria","DPS KONGO CENTRAL","DRC","2020-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",14015,0,0
"malaria","DPS BAS UELE","DRC","2020-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",5965,0,0
"malaria","DPS TSHUAPA","DRC","2020-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",8790,0,0
"malaria","DPS KINSHASA","DRC","2020-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",16105,0,0
"malaria","DPS KONGO CENTRAL","DRC","2020-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",14015,0,0
"malaria","DPS EQUATEUR","DRC","2018-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",9390,0,0
"malaria","DPS ITURI","DRC","2018-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",21570,0,0
"malaria","DPS MAI-NDOMBE","DRC","2018-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",11110,0,0
"malaria","DPS SUD UBANGI","DRC","2018-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",7250,0,0
"malaria","DPS KWANGO","DRC","2020-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",6340,0,0
"malaria","DPS NORD KIVU","DRC","2020-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",21255,0,0
"malaria","DPS BAS UELE","DRC","2020-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",5965,0,0
"malaria","DPS KONGO CENTRAL","DRC","2018-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",32526,0,0
"malaria","DPS BAS UELE","DRC","2018-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",12652.5,0,0
"malaria","DPS KINSHASA","DRC","2020-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",16105,0,0
"malaria","DPS KONGO CENTRAL","DRC","2020-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",14015,0,0
"malaria","DPS BAS UELE","DRC","2020-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",5965,0,0
"malaria","DPS MONGALA","DRC","2020-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",10380,0,0
"malaria","DPS TSHOPO","DRC","2020-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",7465,0,0
"malaria","DPS KWILU","DRC","2020-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",19980,0,0
"malaria","DPS EQUATEUR","DRC","2020-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",9390,0,0
"malaria","SANRU Asbl","DRC","2019-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",307213.2838,0,0
"malaria","SANRU Asbl","DRC","2019-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",307213.2838,0,0
"malaria","SANRU Asbl","DRC","2020-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",296702.2151,0,0
"malaria","SANRU Asbl","DRC","2020-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",343522.9251,0,0
"malaria","SANRU Asbl","DRC","2020-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",296702.2151,0,0
"malaria","SANRU Asbl","DRC","2020-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",296702.2151,0,0
"malaria","DPS NORD UBANGI","DRC","2018-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",6415,0,0
"malaria","DPS MANIEMA","DRC","2018-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",10770,0,0
"malaria","DPS HAUT UELE","DRC","2018-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",8105,0,0
"malaria","DPS KWANGO","DRC","2018-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",15221,0,0
"malaria","DPS NORD KIVU","DRC","2018-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",38910,0,0
"malaria","SANRU Asbl","DRC","2019-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",307213.2838,0,0
"malaria","SANRU Asbl","DRC","2019-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",354033.9938,0,0
"malaria","DPS TSHUAPA","DRC","2018-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",8790,0,0
"malaria","DPS KINSHASA","DRC","2018-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",24772,0,0
"malaria","DPS KONGO CENTRAL","DRC","2018-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",14015,0,0
"malaria","DPS BAS UELE","DRC","2018-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",14632,0,0
"malaria","DPS MONGALA","DRC","2018-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",10380,0,0
"malaria","DPS TSHOPO","DRC","2018-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",16934.5,0,0
"malaria","DPS KWILU","DRC","2018-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",19980,0,0
"malaria","DPS EQUATEUR","DRC","2018-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",9390,0,0
"malaria","DPS MANIEMA","DRC","2018-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",10770,0,0
"malaria","DPS HAUT UELE","DRC","2018-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",8105,0,0
"malaria","DPS KWANGO","DRC","2018-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",6340,0,0
"malaria","DPS NORD KIVU","DRC","2018-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",21255,0,0
"malaria","DPS TSHUAPA","DRC","2018-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",8790,0,0
"malaria","DPS KINSHASA","DRC","2018-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",16105,0,0
"malaria","DPS KONGO CENTRAL","DRC","2018-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",14015,0,0
"malaria","DPS BAS UELE","DRC","2018-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",5965,0,0
"malaria","DPS MONGALA","DRC","2018-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",10380,0,0
"malaria","DPS TSHOPO","DRC","2018-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",7465,0,0
"malaria","DPS KWILU","DRC","2018-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",19980,0,0
"malaria","DPS EQUATEUR","DRC","2018-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",9390,0,0
"malaria","DPS ITURI","DRC","2018-10-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",21570,0,0
"malaria","DPS MONGALA","DRC","2018-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",10380,0,0
"malaria","DPS TSHOPO","DRC","2018-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",20679.5,0,0
"malaria","DPS KWILU","DRC","2018-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",40577.5,0,0
"malaria","DPS EQUATEUR","DRC","2018-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",29934,0,0
"malaria","DPS ITURI","DRC","2018-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",63407,0,0
"malaria","DPS MAI-NDOMBE","DRC","2018-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",20526,0,0
"malaria","DPS SUD UBANGI","DRC","2018-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",26991.5,0,0
"malaria","DPS NORD UBANGI","DRC","2018-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",12942,0,0
"malaria","DPS MANIEMA","DRC","2018-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",29120.5,0,0
"malaria","DPS HAUT UELE","DRC","2018-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",28114,0,0
"malaria","DPS KWANGO","DRC","2018-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",6340,0,0
"malaria","DPS NORD KIVU","DRC","2018-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",21255,0,0
"malaria","DPS MAI-NDOMBE","DRC","2019-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",11110,0,0
"malaria","DPS SUD UBANGI","DRC","2019-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",7250,0,0
"malaria","DPS NORD UBANGI","DRC","2019-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",6415,0,0
"malaria","DPS MANIEMA","DRC","2019-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",10770,0,0
"malaria","DPS HAUT UELE","DRC","2019-01-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",8105,0,0
"malaria","DPS KWANGO","DRC","2019-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",6340,0,0
"malaria","DPS NORD KIVU","DRC","2019-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",21255,0,0
"malaria","DPS TSHUAPA","DRC","2019-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",8790,0,0
"malaria","DPS KINSHASA","DRC","2019-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",16105,0,0
"malaria","DPS KONGO CENTRAL","DRC","2019-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",14015,0,0
"malaria","DPS BAS UELE","DRC","2019-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",5965,0,0
"malaria","DPS MONGALA","DRC","2019-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",10380,0,0
"malaria","DPS TSHOPO","DRC","2019-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",7465,0,0
"malaria","DPS KWILU","DRC","2019-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",19980,0,0
"malaria","DPS EQUATEUR","DRC","2019-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",9390,0,0
"malaria","DPS ITURI","DRC","2019-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",21570,0,0
"malaria","DPS MAI-NDOMBE","DRC","2019-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",11110,0,0
"malaria","DPS SUD UBANGI","DRC","2019-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",7250,0,0
"malaria","DPS NORD UBANGI","DRC","2019-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",6415,0,0
"malaria","DPS MANIEMA","DRC","2019-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",10770,0,0
"malaria","DPS HAUT UELE","DRC","2019-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",8105,0,0
"malaria","DPS MONGALA","DRC","2020-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",10380,0,0
"malaria","DPS TSHOPO","DRC","2020-04-01","fpm","Community care and outreach","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",7465,0,0
"malaria","DPS EQUATEUR","DRC","2019-07-01","fpm","Community care and outreach","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",9390,0,0
