"","region","centre","type","annee","trimestre","tpm_fp_nc","tpm_fp_em","tpm_fp_ef","tpm_fp_am","tpm_fp_af","tpm_fp_ nc_m","tpm_fp_nc_f","tpm_rech","tpm_rech_em","tpm_rech_ef","tpm_rech_am","tpm_rech_af","tpm_rech_m","tpm_rech_m2","tpm_ret","tpm_ret_em","tpm_ret_ef","tpm_ret_am","tpm_ret_af","tpm_ret_m","tpm_ret_f","tmp_fn","tmp_fn_e","tmp_fn_a","tmp_fn_m","tmp_fn_f","tmp_fn_nf","tmp_fn_nf_e","tmp_fn_nf_a","tmp_fn_nf_m","tmp_fn_nf_f","tep_nc","tep_nc_e","tep_nc_a","tep_nc_m","tep_nc_f","cas_aut","cas_aut_enf","cas_aut_adu","cas_aut_m","cas_aut_f","tb_tfc","tb_tfc_enf","tb_tfc_enf_m","tb_tfc_enf_f","tb_tfc_a","tb_tfc_am","tb_tfc_af","tb_tfc_m","tb_tfc_f","tb_vih","tb_vih_m","tb_vih_f","vih_tb","vih_tb_m","vih_tb_f","tb_vih2","tb_vih_m2","tb_vih_f2","tb_vih_cotrim","tb_vih_cotrim_m","tb_vih_contrim_f","tb_vih_arv","tb_vih_arv_m","tb_vih_arv_f","ntr_rhz","ntr_erhz","ntr_serhz","ntr_cpx","cas_enf_genexpert","cas_enf_confirme","cas_enf_res","cas_adul_genexpert","cas_adul_confirme","cas_adul_res","tot_genexpert","tot_confirme","tot_res","pop","tpm_plus_attendus","tpm_plus_tauxdet","tbtot_cas_atendu","tbtot_taux_det","tbtot_nc_annee","gueris_total","gueris_taux","trait_tot","trait_pc","deces_total","deces_pc","echec_tot","echec_pc","abandon_tot","pdv_pc","noneval_tot","noneval_pc","eval_tot","eval_pc","com_cause","com_mobsoc","com_radio","com_vad_touss","com_vad_irr","com_vad_pdv","com_nom_touss","com_tpm_diag","com_det_ttf","com_enf_ref","com_suivis","struct_micros_pc","struct_xray_pc","struct_tbmedprem_pc","struct_tbstrepto_pc","perf_lab","pauvrety","retr_tarv","retr_tbvih","retr_vihantitb","retr_cotrimox","tpm_chimio_enf","tpm_chimio_pvvih","tb_diag_nc","tb_diag_nc_b","tb_diag_rech","tb_diag_rech_b","dur_rupt1","dur_rupt2","dur_rupt3","exstock1","exstock2","vad_tot","ntr_all","tbvih_arvtx_rate"
"410","FATICK","Fatick","DISTRICT",2015,1,10,0,0,5,5,5,5,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,0,3,NA,NA,0,0,0,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,15,2,5,0,0,0,0,0,0,0,0,0,190930,53,0.19,65,0.25,16,12,0.75,0,0,2,0.13,0,0,1,0.06,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,0.98,0.278,NA,NA,3,NA,26,16,458,576,NA,NA,NA,NA,NA,NA,465,NA,17,1
"411","FATICK","Foundiougne","DISTRICT",2015,1,6,0,0,6,0,6,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,7,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,7,0,3,0,0,0,0,0,0,0,0,0,36725,10,0.59,12,0.56,5,1,0.2,3,0.6,1,0.2,0,0,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,1,0.278,NA,NA,NA,NA,3,2,53,106,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"412","FATICK","Gossas","DISTRICT",2015,1,2,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,NA,NA,2,2,0,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,2,1,1,0,0,0,0,0,0,0,0,0,100790,28,0.07,34,0.18,7,4,0.57,0,0,3,0.43,0,0,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,0.98,0.278,NA,NA,3,NA,5,NA,44,41,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"413","FATICK","Niakhar","DISTRICT",2015,1,11,0,0,9,2,9,2,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,NA,NA,12,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,12,0,6,0,0,0,0,0,0,0,0,0,80039,22,0.5,27,0.44,2,2,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,1,0.278,NA,NA,2,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
"414","FATICK","Passy","DISTRICT",2015,1,5,0,0,3,2,3,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,5,1,0,0,0,0,0,0,0,0,0,0,62468,17,0.29,21,0.28,8,7,0.88,0,0,0,0,1,0.13,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,0.94,0.278,NA,1,2,1,5,14,200,279,8,1,NA,NA,NA,NA,NA,NA,6,NA
"415","FATICK","Sokone","DISTRICT",2015,1,10,1,0,8,1,9,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,0,3,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,NA,NA,15,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,11,2,1,1,1,0,3,1,0,4,2,0,188344,52,0.19,64,0.23,10,10,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,1,0.278,NA,NA,2,NA,8,NA,406,815,NA,NA,NA,NA,NA,NA,NA,NA,14,1
"416","FATICK","Diofior","DISTRICT",2015,2,7,0,0,4,3,4,3,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,NA,NA,2,0,2,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,10,0,1,0,0,0,3,3,0,3,3,0,78107,21,0.33,27,0.38,8,7,0.88,0,0,0,0,1,0.13,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,0.94,0.278,NA,NA,6,NA,16,5,490,981,1,2,NA,NA,60,NA,NA,NA,10,1
"417","FATICK","Fatick","DISTRICT",2015,2,16,0,0,12,4,12,4,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,0,4,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,NA,NA,23,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,1,21,3,4,1,1,0,4,2,0,5,3,0,190930,53,0.3,65,0.35,16,13,0.81,0,0,1,0.06,1,0.06,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,0.98,0.278,NA,NA,3,NA,26,16,458,576,NA,NA,NA,NA,NA,NA,465,NA,25,1
"418","FATICK","Foundiougne","DISTRICT",2015,2,4,0,0,4,0,4,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,0,3,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,7,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,0,7,0,0,0,0,0,0,0,0,0,0,0,36725,10,0.4,12,0.56,4,4,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,1,0.278,NA,NA,NA,NA,3,2,53,106,NA,NA,NA,NA,NA,NA,NA,NA,7,1
"419","FATICK","Gossas","DISTRICT",2015,2,7,0,0,6,1,6,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,0,3,NA,NA,0,0,0,NA,NA,1,0,1,NA,NA,1,0,1,NA,NA,14,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,12,2,0,0,0,0,5,5,0,5,5,0,100790,28,0.25,34,0.41,6,6,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,0.98,0.278,NA,NA,3,NA,5,NA,44,41,NA,NA,NA,NA,NA,NA,NA,NA,14,NA
"420","FATICK","Niakhar","DISTRICT",2015,2,3,0,0,2,1,2,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,10,0,6,0,0,0,0,0,0,0,0,0,80039,22,0.14,27,0.18,5,4,0.8,1,0.2,0,0,0,0,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,1,0.278,NA,NA,2,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"421","FATICK","Passy","DISTRICT",2015,2,6,0,0,3,3,3,3,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,1,1,0,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,8,0,3,0,0,0,0,0,0,0,0,0,62468,17,0.35,21,0.47,4,3,0.75,0,0,1,0.25,0,0,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,0.94,0.278,NA,1,2,1,5,14,200,279,8,1,NA,NA,NA,NA,NA,NA,10,NA
"422","FATICK","Sokone","DISTRICT",2015,2,12,0,0,10,2,10,2,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,1,1,0,NA,NA,0,0,0,NA,NA,18,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,1,13,4,0,0,0,0,5,4,0,5,4,0,188344,52,0.23,64,0.28,16,13,0.81,0,0,2,0.13,1,0.06,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,1,0.278,NA,NA,2,NA,8,NA,406,815,NA,NA,NA,NA,NA,NA,NA,NA,18,1
"423","FATICK","Diofior","DISTRICT",2015,3,12,0,1,9,2,9,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,NA,NA,0,0,0,NA,NA,16,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,12,3,7,0,0,0,4,3,0,4,3,0,78107,21,0.56,27,0.6,10,9,0.9,1,0.1,0,0,0,0,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,0.94,0.278,NA,NA,6,NA,16,5,490,981,1,2,NA,NA,60,NA,NA,NA,16,1
"424","FATICK","Fatick","DISTRICT",2015,3,20,0,0,13,7,13,7,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,1,0,1,NA,NA,1,0,1,NA,NA,23,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,23,0,5,0,0,0,0,0,0,0,0,0,190930,53,0.38,65,0.35,11,9,0.82,0,0,1,0.09,0,0,1,0.09,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,0.98,0.278,NA,NA,3,NA,26,16,458,576,NA,NA,NA,NA,NA,NA,465,NA,23,NA
"425","FATICK","Foundiougne","DISTRICT",2015,3,5,0,0,4,1,4,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,7,0,0,0,0,0,0,0,0,0,0,0,36725,10,0.5,12,0.48,5,4,0.8,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,1,0.278,NA,NA,NA,NA,3,2,53,106,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"426","FATICK","Gossas","DISTRICT",2015,3,5,0,0,5,0,5,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,5,0,2,0,0,0,0,0,0,0,0,0,100790,28,0.18,34,0.18,12,9,0.75,2,0.17,0,0,0,0,1,0.08,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,0.98,0.278,NA,NA,3,NA,5,NA,44,41,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"427","FATICK","Niakhar","DISTRICT",2015,3,3,0,0,2,1,2,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,0,0,0,NA,NA,1,1,0,NA,NA,1,0,1,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,5,1,0,0,0,0,0,0,0,0,0,0,80039,22,0.14,27,0.26,3,3,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,1,0.278,NA,NA,2,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"428","FATICK","Passy","DISTRICT",2015,3,5,0,0,1,4,1,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,1,1,0,NA,NA,0,0,0,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,5,2,0,0,0,0,2,2,0,2,2,0,62468,17,0.29,21,0.38,9,8,0.89,0,0,1,0.11,0,0,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,0.94,0.278,NA,1,2,1,5,14,200,279,8,1,NA,NA,NA,NA,NA,NA,8,1
"429","FATICK","Sokone","DISTRICT",2015,3,8,0,0,8,0,8,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,0,5,NA,NA,0,0,0,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,14,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,14,0,10,0,0,0,3,0,0,3,0,0,188344,52,0.15,64,0.22,14,11,0.79,2,0.14,1,0.07,0,0,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,1,0.278,NA,NA,2,NA,8,NA,406,815,NA,NA,NA,NA,NA,NA,NA,NA,14,1
"430","FATICK","Diofior","DISTRICT",2015,4,10,0,0,3,7,3,7,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,NA,NA,1,0,1,NA,NA,14,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,12,2,2,3,0,0,4,2,0,7,2,0,78107,21,0.47,27,0.53,12,12,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,0.94,0.278,NA,NA,6,NA,16,5,490,981,1,2,NA,NA,60,NA,NA,NA,14,1
"431","FATICK","Fatick","DISTRICT",2015,4,16,0,0,11,5,11,5,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,0,7,NA,NA,2,0,2,NA,NA,2,0,2,NA,NA,1,0,1,NA,NA,29,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,29,2,12,0,0,0,1,1,0,1,1,0,190930,53,0.3,65,0.45,15,13,0.87,0,0,1,0.07,1,0.07,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,0.98,0.278,NA,NA,3,NA,26,16,458,576,NA,NA,NA,NA,NA,NA,465,NA,31,1
"432","FATICK","Foundiougne","DISTRICT",2015,4,6,0,0,2,4,2,4,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,9,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,6,1,0,0,0,0,0,0,0,0,0,0,36725,10,0.59,12,0.72,13,8,0.62,0,0,0,0,0,0,3,0.23,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,1,0.278,NA,NA,NA,NA,3,2,53,106,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"433","FATICK","Gossas","DISTRICT",2015,4,17,0,0,11,6,11,6,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,0,0,0,NA,NA,1,0,1,NA,NA,1,0,1,NA,NA,22,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,0,20,2,6,0,0,0,2,2,0,2,2,0,100790,28,0.61,34,0.64,6,4,0.67,0,0,0,0,1,0.17,1,0.17,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,0.98,0.278,NA,NA,3,NA,5,NA,44,41,NA,NA,NA,NA,NA,NA,NA,NA,22,1
"434","FATICK","Niakhar","DISTRICT",2015,4,3,0,0,2,1,2,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,5,0,5,0,0,0,0,0,0,0,0,0,80039,22,0.14,27,0.18,9,9,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,1,0.278,NA,NA,2,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"435","FATICK","Passy","DISTRICT",2015,4,7,0,1,5,1,5,2,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,NA,NA,0,0,0,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,8,0,3,0,0,0,0,0,0,0,0,0,62468,17,0.41,21,0.42,10,10,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,0.94,0.278,NA,1,2,1,5,14,200,279,8,1,NA,NA,NA,NA,NA,NA,9,1
"436","FATICK","Sokone","DISTRICT",2015,4,15,0,0,10,5,10,5,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,NA,NA,18,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,0,15,3,2,1,0,0,3,3,0,4,3,0,188344,52,0.29,64,0.28,30,22,0.73,3,0.1,2,0.07,0,0,3,0.1,NA,NA,NA,NA,228,38,3,7381,NA,NA,125,16,NA,8,8,0.08,0,0.28,0.04,1,0.278,NA,NA,2,NA,8,NA,406,815,NA,NA,NA,NA,NA,NA,NA,NA,18,1
"437","KOLDA","Kolda","DISTRICT",2015,1,33,0,1,17,15,17,16,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,12,0,12,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,51,1,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,10,NA,NA,20,NA,NA,20,NA,NA,18,NA,NA,0,47,5,7,0,0,0,0,0,0,0,0,0,259034,71,0.46,88,0.58,34,25,0.74,1,0.03,3,0.09,3,0.09,1,0.03,NA,NA,NA,NA,126,19,2,3316,NA,NA,112,11,NA,14,14,0.1,0.03,0.2,0.07,1,0.406,1,1,9,1,38,NA,956,1910,NA,85,NA,187,NA,NA,NA,NA,52,0.9
"438","KOLDA","Medina YoroF","DISTRICT",2015,1,6,0,0,2,4,2,4,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,2,NA,NA,0,NA,NA,0,8,0,0,0,0,0,0,0,0,0,0,0,146458,40,0.15,50,0.16,11,6,0.55,2,0.18,2,0.18,0,0,1,0.09,NA,NA,NA,NA,126,19,2,3316,NA,NA,112,11,NA,14,14,0.1,0.03,0.2,0.07,1,0.406,NA,NA,3,NA,NA,1,161,235,NA,NA,NA,NA,NA,NA,NA,NA,8,0
"439","KOLDA","Vélingara","DISTRICT",2015,1,15,0,0,12,3,12,3,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,NA,NA,17,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,0,16,1,0,0,0,0,0,0,0,0,0,0,295265,81,0.18,100,0.17,27,15,0.56,2,0.07,2,0.07,0,0,7,0.26,NA,NA,NA,NA,126,19,2,3316,NA,NA,112,11,NA,14,14,0.1,0.03,0.2,0.07,0.98,0.406,NA,NA,3,NA,15,2,703,1384,1,2,NA,NA,NA,NA,NA,NA,17,1
"440","KOLDA","Kolda","DISTRICT",2015,2,32,1,0,19,12,20,12,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,9,0,9,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,41,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,0,41,0,9,1,1,0,17,17,0,18,18,0,259034,71,0.45,88,0.47,31,25,0.81,1,0.03,3,0.1,2,0.06,0,0,NA,NA,NA,NA,126,19,2,3316,NA,NA,112,11,NA,14,14,0.1,0.03,0.2,0.07,1,0.406,1,1,9,1,38,NA,956,1910,NA,85,NA,187,NA,NA,NA,NA,41,1
"441","KOLDA","Medina YoroF","DISTRICT",2015,2,10,0,0,8,2,8,2,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,146458,40,0.25,50,0.2,6,4,0.67,2,0.33,0,0,0,0,0,0,NA,NA,NA,NA,126,19,2,3316,NA,NA,112,11,NA,14,14,0.1,0.03,0.2,0.07,1,0.406,NA,NA,3,NA,NA,1,161,235,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"442","KOLDA","Vélingara","DISTRICT",2015,2,19,0,0,11,8,11,8,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,6,0,6,NA,NA,3,0,3,NA,NA,0,0,0,NA,NA,29,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,0,19,0,2,0,0,0,1,1,0,1,1,0,295265,81,0.23,100,0.29,29,14,0.48,4,0.14,1,0.03,1,0.03,9,0.31,NA,NA,NA,NA,126,19,2,3316,NA,NA,112,11,NA,14,14,0.1,0.03,0.2,0.07,0.98,0.406,NA,NA,3,NA,15,2,703,1384,1,2,NA,NA,NA,NA,NA,NA,19,0.5
"443","KOLDA","Kolda","DISTRICT",2015,3,50,1,1,28,20,29,21,5,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,9,0,9,NA,NA,1,1,0,NA,NA,6,1,5,NA,NA,0,0,0,NA,NA,72,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,11,NA,NA,13,NA,NA,13,NA,NA,13,NA,NA,2,64,6,11,4,4,0,20,16,0,24,20,0,259034,71,0.7,88,0.82,46,35,0.76,2,0.04,4,0.09,1,0.02,3,0.07,NA,NA,NA,NA,126,19,2,3316,NA,NA,112,11,NA,14,14,0.1,0.03,0.2,0.07,1,0.406,1,1,9,1,38,NA,956,1910,NA,85,NA,187,NA,NA,NA,NA,72,1
